Doc ID,Question,Answer,Ground Truth,Prediction,Score,Stage,Text Output,Cumulative Confidences
619,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9510496855782103, 0.9510374412859222]"
620,Is there a bed in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.558278501133783, 0.5582760387662217]"
620,Is there a bed in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.685885489086969, 0.6858828727100579]"
621,Is there a book in the image?,no,no,no,1.0,Stage 1,Yes,"[0.5465894938515259, 0.546585975344742]"
621,Is there a book in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9342941642807556, 0.9342922709729446]"
622,Is there a cat in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9863351584480836, 0.9863212840697244]"
622,Is there a cat in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9805368186043336, 0.9805257142381224]"
623,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9863364697502686, 0.9863355292051436]"
623,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9488495589302612, 0.9488489934667372]"
624,Is there a snowboard in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9343394638107848, 0.9343247614876532]"
624,Is there a snowboard in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9532190562294556, 0.9532039431934356]"
625,Is there a surfboard in the image?,no,no,no,1.0,Stage 1,No,"[0.9856897593544556, 0.9856854118281152]"
625,Is there a surfboard in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9908543826149536, 0.9908496579521592]"
626,Is there a backpack in the image?,yes,yes,no,0.0,Stage 1,No,"[0.8576911688850952, 0.8576896352995409]"
626,Is there a backpack in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.7548282743500305, 0.7548269246873786]"
627,Is there a handbag in the image?,no,no,no,1.0,Stage 1,No,"[0.9919162393616272, 0.9919141110394756]"
627,Is there a handbag in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9888157845543456, 0.9888143701409012]"
628,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9913703204201294, 0.9913572024780412]"
628,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.993259847264154, 0.9932528614212368]"
629,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.992039680580957, 0.9920364876508316]"
629,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9889819026993348, 0.9889800164649528]"
630,Is there a bowl in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.695847749810083, 0.6958472521705724]"
630,Is there a bowl in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.5735718012856079, 0.573570844091748]"
631,Is there a cup in the image?,no,no,yes,0.0,Stage 1,No,"[0.9465153814362122, 0.9465140275297496]"
631,Is there a cup in the image?,no,no,yes,0.0,Stage 2,['Yes'],"[0.6075523496674133, 0.607551335765793]"
632,Is there a toilet in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.6722453237579895, 0.6722388326563307]"
632,Is there a toilet in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8839308620499207, 0.8839201141157659]"
633,Is there a sink in the image?,no,no,yes,0.0,Stage 1,No,"[0.929368257622583, 0.9293669282435632]"
633,Is there a sink in the image?,no,no,yes,0.0,Stage 2,['Yes'],"[0.6653323174522949, 0.6653308105567635]"
634,Is there a cat in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9949942232178284, 0.9949835481874268]"
634,Is there a cat in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9920268655823304, 0.9920220170700008]"
635,Is there a couch in the image?,no,no,no,1.0,Stage 1,No,"[0.9875414968536926, 0.987540201987124]"
635,Is there a couch in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9830511213348938, 0.9830498323561156]"
636,Is there a spoon in the image?,yes,yes,no,0.0,Stage 1,No,"[0.8990394474075867, 0.8990360179341689]"
636,Is there a spoon in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9480617643402648, 0.9480598431329916]"
637,Is there a bowl in the image?,no,no,no,1.0,Stage 1,No,"[0.9637203217552734, 0.9637184837010072]"
637,Is there a bowl in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9313402772949768, 0.9313392781683958]"
638,Is there a laptop in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9597225190208984, 0.9597109639250652]"
638,Is there a laptop in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9380779267357422, 0.9380718881389778]"
639,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9899446965263916, 0.9899358458300884]"
639,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9922752977417542, 0.9922668993622188]"
640,Is there a remote in the image?,yes,yes,no,0.0,Stage 1,No,"[0.7689357996986939, 0.7689320415396813]"
640,Is there a remote in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.8005651236580444, 0.8005617835201139]"
641,Is there a couch in the image?,no,no,no,1.0,Stage 1,No,"[0.9702038765953612, 0.970202026175344]"
641,Is there a couch in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9796350599335266, 0.9796335418706964]"
642,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9488624335335328, 0.9488326848524576]"
642,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9706327320145204, 0.9706060034623136]"
643,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9683353901909424, 0.9683307729048196]"
643,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9110957385109496, 0.9110942180469996]"
644,Is there a bicycle in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.7460556627319885, 0.7460372528961315]"
644,Is there a bicycle in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.7024142147110535, 0.7024033293223592]"
645,Is there a motorcycle in the image?,no,no,yes,0.0,Stage 1,Yes,"[0.6958785058067871, 0.6958472317726513]"
645,Is there a motorcycle in the image?,no,no,yes,0.0,Stage 2,['Yes'],"[0.5774219037102295, 0.5774120604981192]"
646,Is there a potted plant in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.5466583372162415, 0.546655991267835]"
646,Is there a potted plant in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.5620895625160767, 0.562083599011816]"
647,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9940622449921204, 0.9940609415755328]"
647,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9917731882141664, 0.9917723607133034]"
648,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.99148690710531, 0.991476978870676]"
648,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9891113639877868, 0.9891042894109188]"
649,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9936937690781188, 0.9936910446543388]"
649,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9896469713257384, 0.9896460276238044]"
650,Is there a dining table in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.6583603621529175, 0.6583577722906092]"
650,Is there a dining table in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8757246733711792, 0.8757212284397186]"
651,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.9678279162453248, 0.9678257242346198]"
651,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9735841156052184, 0.9735819105574328]"
652,Is there a chair in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.5155709982918335, 0.515570322274014]"
652,Is there a chair in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.6618562937782837, 0.6618554259508651]"
653,Is there a couch in the image?,no,no,no,1.0,Stage 1,No,"[0.9380655289696288, 0.9380647462805588]"
653,Is there a couch in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9195619226502014, 0.9195610457795697]"
654,Is there a traffic light in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8458589316414429, 0.8458416890705953]"
654,Is there a traffic light in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9739992023514344, 0.973979812120094]"
655,Is there a truck in the image?,no,no,no,1.0,Stage 1,No,"[0.8417603374527527, 0.8417582302782409]"
655,Is there a truck in the image?,no,no,no,1.0,Stage 2,['No'],"[0.6038670540855957, 0.6038653984550449]"
656,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9517629147575928, 0.951751795872642]"
656,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.918371081452234, 0.9183639654504004]"
657,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9816919566200806, 0.9816911375306449]"
657,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9398403764771056, 0.9398394802694612]"
658,Is there a backpack in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.5116553903626038, 0.5116539265559554]"
658,Is there a backpack in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.7548365593956543, 0.7548341299158288]"
659,Is there a handbag in the image?,no,no,no,1.0,Stage 1,No,"[0.5155502558754517, 0.515549026759412]"
659,Is there a handbag in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9251477719353272, 0.9251452354450436]"
660,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9252025486038756, 0.9251925120571916]"
660,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9609255195664002, 0.9609204794075588]"
661,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9637327195213868, 0.963730996329368]"
661,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9663655758904052, 0.9663643087897508]"
662,Is there a bicycle in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9653496147202087, 0.9653409839186132]"
662,Is there a bicycle in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9324011207626892, 0.9323965636700468]"
663,Is there a motorcycle in the image?,no,no,no,1.0,Stage 1,No,"[0.8518955708550049, 0.8518932352012817]"
663,Is there a motorcycle in the image?,no,no,no,1.0,Stage 2,['No'],"[0.7662245036171509, 0.7662227682132778]"
664,Is there a sheep in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.993087113003595, 0.9930736171890544]"
664,Is there a sheep in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9929350019501282, 0.9929292020626902]"
665,Is there a truck in the image?,no,no,no,1.0,Stage 1,No,"[0.9706593752907348, 0.9706575240019684]"
665,Is there a truck in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9751713276909424, 0.9751706302915726]"
666,Is there a person in the image?,yes,yes,no,0.0,Stage 1,No,"[0.991380512814386, 0.991374249279894]"
666,Is there a person in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9647681714104248, 0.9647621910218304]"
667,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9889740944908691, 0.9889690251091016]"
667,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9840402008102966, 0.9840369163201704]"
668,Is there a remote in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9333189130829408, 0.9333032254761506]"
668,Is there a remote in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9775510431336, 0.977533213657056]"
669,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9323724509285524, 0.9323715618421298]"
669,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.920705020527704, 0.9207041425670434]"
670,Is there a dining table in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9123448730515076, 0.9123426979430592]"
670,Is there a dining table in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.7717385293053223, 0.7717365054176566]"
671,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.8916974664734436, 0.8916956594860483]"
671,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.8458011747406555, 0.8457998640695928]"
672,Is there a tie in the image?,yes,yes,no,0.0,Stage 1,Yes,"[0.5466399789856506, 0.5466367208121379]"
672,Is there a tie in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.7903848887489868, 0.7903834755097094]"
673,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9559013844536376, 0.9558959148376316]"
673,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.953189253907068, 0.9531834589226847]"
674,Is there a bear in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8739928008125855, 0.8739841532909336]"
674,Is there a bear in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.903210461239679, 0.9032042164075108]"
675,Is there a couch in the image?,no,no,no,1.0,Stage 1,No,"[0.9751582742737366, 0.9751568793961516]"
675,Is there a couch in the image?,no,no,no,1.0,Stage 2,['No'],"[0.92516028891073, 0.92515940670164]"
676,Is there a teddy bear in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9799262882278992, 0.9799186952653108]"
676,Is there a teddy bear in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9854567647980286, 0.9854517134457392]"
677,Is there a bed in the image?,no,no,no,1.0,Stage 1,No,"[0.973999559979303, 0.9739978184297694]"
677,Is there a bed in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9059178234146668, 0.9059166355732372]"
678,Is there a cake in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8151615859078003, 0.8151562413734725]"
678,Is there a cake in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8886978031204773, 0.8886948368604025]"
679,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9945096374558045, 0.9945065551307848]"
679,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9952229858444764, 0.995220969066972]"
680,Is there a bottle in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9362452627228331, 0.936243142242938]"
680,Is there a bottle in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8839843274162842, 0.8839833790923898]"
681,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.978340208630426, 0.978339625592054]"
681,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9701837302254273, 0.9701832677027928]"
682,Is there a fork in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9847874046372008, 0.9847778956753236]"
682,Is there a fork in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.872287929158075, 0.8722848097005742]"
683,Is there a knife in the image?,no,no,no,1.0,Stage 1,No,"[0.9532055259750916, 0.9532042761299232]"
683,Is there a knife in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9229348302887512, 0.9229341702466122]"
684,Is there a backpack in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8871328235672546, 0.8871312373388635]"
684,Is there a backpack in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9303906560944152, 0.9303891034305268]"
685,Is there a skis in the image?,no,no,no,1.0,Stage 1,No,"[0.9939593077705932, 0.993956819597148]"
685,Is there a skis in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9923804999397828, 0.9923764778058924]"
686,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9889072180794312, 0.9888995555280736]"
686,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9878167511032654, 0.9878102745707262]"
687,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9731969238327576, 0.9731959958171662]"
687,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9424542189644408, 0.9424534326136011]"
688,Is there an airplane in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8932404519127441, 0.8932378964206361]"
688,Is there an airplane in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.938962459664209, 0.938958877900578]"
689,Is there a truck in the image?,no,no,no,1.0,Stage 1,No,"[0.9398490787552428, 0.939848406616782]"
689,Is there a truck in the image?,no,no,no,1.0,Stage 2,['No'],"[0.914835512738092, 0.9148348584882264]"
690,Is there a tv in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9424473644302918, 0.9424306246009044]"
690,Is there a tv in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9847710729645324, 0.9847507639252332]"
691,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9925013185547424, 0.9924891321701552]"
691,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9776466489838196, 0.9776320810112772]"
692,Is there a couch in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9683314562843872, 0.9683208364435648]"
692,Is there a couch in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9747663141296936, 0.9747622471851778]"
693,Is there a book in the image?,no,no,no,1.0,Stage 1,No,"[0.8871008158730103, 0.8870975376913217]"
693,Is there a book in the image?,no,no,no,1.0,Stage 2,['No'],"[0.6369069219635559, 0.636905175747148]"
694,Is there a dining table in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9004338384674622, 0.9004311550555513]"
694,Is there a dining table in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9503189326332642, 0.9503157606966416]"
695,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.9811146856354308, 0.9811115278679572]"
695,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.97798889885412, 0.9779864506593204]"
696,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9687750936554504, 0.9687702432987207]"
696,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9747353197144104, 0.97473241487426]"
697,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9940651656197144, 0.9940619661704624]"
697,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9927421809242798, 0.992739695797662]"
698,Is there a bowl in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.5963531733559204, 0.5963522492346601]"
698,Is there a bowl in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8990541101502014, 0.8990515380256651]"
699,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.9688019157455994, 0.9688006454504106]"
699,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9743773938225342, 0.97437634852644]"
700,Is there a fork in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9160413147018982, 0.916039130780816]"
700,Is there a fork in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.92515367279516, 0.925151467149434]"
701,Is there a knife in the image?,no,no,no,1.0,Stage 1,No,"[0.9457470775650574, 0.9457454992739112]"
701,Is there a knife in the image?,no,no,no,1.0,Stage 2,['No'],"[0.8310373426483704, 0.831036847394618]"
702,Is there a backpack in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.99215430031286, 0.992147795341566]"
702,Is there a backpack in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9480887652443482, 0.9480853747095128]"
703,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9954374433563782, 0.9954338834942096]"
703,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9925089479492736, 0.9925042153970622]"
704,Is there a bench in the image?,yes,yes,no,0.0,Stage 1,No,"[0.93038409958349, 0.9303837669452458]"
704,Is there a bench in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9380558134125304, 0.9380554780314349]"
705,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9776752592133118, 0.977674676571214]"
705,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.946535050968988, 0.9465341483774738]"
706,Is there a laptop in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9917743803070618, 0.9917666955394866]"
706,Is there a laptop in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9897400141762328, 0.9897361207304772]"
707,Is there a tv in the image?,no,no,no,1.0,Stage 1,No,"[0.9559141994522644, 0.9559123762862144]"
707,Is there a tv in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9352640510605408, 0.9352619328029688]"
708,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9814260006950928, 0.9814192150776506]"
708,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9852423072861268, 0.98523843153348]"
709,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9977352620171144, 0.9977346674203292]"
709,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9977351428078248, 0.9977345482111104]"
710,Is there a bicycle in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9822522402809692, 0.982244395108549]"
710,Is there a bicycle in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9706386924789978, 0.9706309400630826]"
711,Is there a motorcycle in the image?,no,no,no,1.0,Stage 1,No,"[0.9847827554749083, 0.9847801728778286]"
711,Is there a motorcycle in the image?,no,no,no,1.0,Stage 2,['No'],"[0.981707513432367, 0.981705524043399]"
712,Is there a car in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9863401652382446, 0.986329347893126]"
712,Is there a car in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9840682149933412, 0.9840598860765806]"
713,Is there a truck in the image?,no,no,no,1.0,Stage 1,No,"[0.9631845356033876, 0.9631832726737196]"
713,Is there a truck in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9481045604752136, 0.9481030912727]"
714,Is there a spoon in the image?,yes,yes,no,0.0,Stage 1,No,"[0.8332093359039856, 0.8332064555248101]"
714,Is there a spoon in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.6296613813446594, 0.6296595048704774]"
715,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9966033698128296, 0.9965984989329232]"
715,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.99654883156286, 0.9965422977792132]"
716,Is there a bowl in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9085122347878052, 0.9085106103321856]"
716,Is there a bowl in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9272686244057252, 0.9272677401861804]"
717,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9673373104141784, 0.9673335050963258]"
717,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.8220665455864502, 0.8220644877113108]"
718,Is there a bottle in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.8756677509354187, 0.8756658720438371]"
718,Is there a bottle in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.5427452922867371, 0.5427438689348362]"
719,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9888033271835877, 0.9888014412897936]"
719,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9912583232925964, 0.9912566690509156]"
720,Is there a banana in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9808233977364136, 0.9808164993621312]"
720,Is there a banana in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.989303469757898, 0.9892994600952598]"
721,Is there a bowl in the image?,no,no,no,1.0,Stage 1,No,"[0.99274879703985, 0.9927473770005792]"
721,Is there a bowl in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9911291600273682, 0.991128687519269]"
722,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9928433300064636, 0.9928333881893155]"
722,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9879035354660584, 0.9878972938990824]"
723,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.995518148045404, 0.995516724044822]"
723,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.994163453678949, 0.9941619131026184]"
724,Is there a handbag in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.715366005997522, 0.7153639593904983]"
724,Is there a handbag in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.5736149550484253, 0.5736133823604677]"
725,Is there a backpack in the image?,no,no,yes,0.0,Stage 1,No,"[0.6618618370102478, 0.6618608902754816]"
725,Is there a backpack in the image?,no,no,yes,0.0,Stage 2,['Yes'],"[0.6038780809448792, 0.6038759933568338]"
726,Is there a backpack in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9371607304619384, 0.9371512345031404]"
726,Is there a backpack in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.6369521022842957, 0.6369458001075609]"
727,Is there a handbag in the image?,no,no,yes,0.0,Stage 1,No,"[0.7247949243591858, 0.7247940604087852]"
727,Is there a handbag in the image?,no,no,yes,0.0,Stage 2,['Yes'],"[0.7153417469070984, 0.715338677064901]"
728,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9957205654190612, 0.9957052533294192]"
728,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9964451194809508, 0.9964362106669876]"
729,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9875379801796508, 0.9875360966991884]"
729,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9840630293892456, 0.9840608006080144]"
730,Is there a sheep in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.995069980721338, 0.9950614400666922]"
730,Is there a sheep in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.993682861428125, 0.993676583347412]"
731,Is there a truck in the image?,no,no,no,1.0,Stage 1,No,"[0.9723747373627258, 0.972372766886236]"
731,Is there a truck in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9415977002190186, 0.9415957921108992]"
732,Is there a chair in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.6038659812019898, 0.6038625259135154]"
732,Is there a chair in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.7089494467781616, 0.7089461508280214]"
733,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9789846540497376, 0.978975434526494]"
733,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.990837335686548, 0.99082682337131]"
734,Is there a clock in the image?,yes,yes,no,0.0,Stage 1,No,"[0.8595526219414307, 0.8595473962278589]"
734,Is there a clock in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.912322461705072, 0.9123147400271168]"
735,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.8773841262863709, 0.8773816161579887]"
735,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.8632921577499939, 0.8632895850252031]"
736,Is there a bed in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9919100404785706, 0.991898689068204]"
736,Is there a bed in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9908506275223328, 0.990846729707639]"
737,Is there a cat in the image?,no,no,no,1.0,Stage 1,No,"[0.8790780306862427, 0.8790630451938983]"
737,Is there a cat in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9389638305710388, 0.9389492793474848]"
738,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8458401561783386, 0.8458314847105708]"
738,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9808117152260376, 0.9808042323245824]"
739,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9947576523827149, 0.9947563480543076]"
739,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.99543958912359, 0.9954382839010256]"
740,Is there a motorcycle in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.994529903035028, 0.9945157948273028]"
740,Is there a motorcycle in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9920347333954408, 0.992022552739799]"
741,Is there a truck in the image?,no,no,no,1.0,Stage 1,No,"[0.8375546337174011, 0.8375512390951999]"
